"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response","id"
"75","5","1654679988615","08/06/2022 09:19:48","1654679988524","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1-quantised","2","u4ckj0xb"
"76","6","1654679988615","08/06/2022 09:19:48","1654679988524","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1","5","u4ckj0xb"
"77","7","1654679988615","08/06/2022 09:19:48","1654679988524","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1-quantised","5","u4ckj0xb"
"78","8","1654679988615","08/06/2022 09:19:48","1654679988524","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1","4","u4ckj0xb"
"79","9","1654679988615","08/06/2022 09:19:48","1654679988524","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1-quantised","4","u4ckj0xb"
"80","10","1654679988615","08/06/2022 09:19:48","1654679988524","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1","5","u4ckj0xb"
"81","11","1654679988615","08/06/2022 09:19:48","1654679988525","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1-quantised","5","u4ckj0xb"
"82","12","1654679988615","08/06/2022 09:19:48","1654679988525","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1","5","u4ckj0xb"
"83","13","1654679988615","08/06/2022 09:19:48","1654679988525","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1-quantised","5","u4ckj0xb"
"84","14","1654679988615","08/06/2022 09:19:48","1654679988525","1","08/06/2022 10:19:48","86605","12","questionnaire-9i2z",NA,"22353471","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","END QUESTIONNAIRE","14987","u4ckj0xb"
"85","1","1654685560592","08/06/2022 10:52:40","1654685560522","1","08/06/2022 11:52:40","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","BEGIN QUESTIONNAIRE",NA,"rcburgqm"
"86","2","1654685582930","08/06/2022 10:53:02","1654685582872","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_friendly-1","5","rcburgqm"
"87","3","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_friendly-1-quantised","5","rcburgqm"
"88","4","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1","3","rcburgqm"
"89","5","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1-quantised","3","rcburgqm"
"90","6","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1","5","rcburgqm"
"91","7","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1-quantised","5","rcburgqm"
"92","8","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1","4","rcburgqm"
"93","9","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1-quantised","4","rcburgqm"
"94","10","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1","5","rcburgqm"
"95","11","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1-quantised","5","rcburgqm"
"96","12","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1","5","rcburgqm"
"97","13","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1-quantised","5","rcburgqm"
"98","14","1654685582990","08/06/2022 10:53:02","1654685582874","1","08/06/2022 11:53:02","86605","12","questionnaire-9i2z",NA,"22355348","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","END QUESTIONNAIRE","22352","rcburgqm"
"99","1","1654691170982","08/06/2022 12:26:10","1654691170875","1","08/06/2022 13:26:10","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","BEGIN QUESTIONNAIRE",NA,"p1el4un1"
"100","2","1654691193048","08/06/2022 12:26:33","1654691193003","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_friendly-1","4","p1el4un1"
"101","3","1654691193124","08/06/2022 12:26:33","1654691193004","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_friendly-1-quantised","4","p1el4un1"
"102","4","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1","1","p1el4un1"
"103","5","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1-quantised","1","p1el4un1"
"104","6","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1","4","p1el4un1"
"105","7","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1-quantised","4","p1el4un1"
"106","8","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1","3","p1el4un1"
"107","9","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1-quantised","3","p1el4un1"
"108","10","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1","4","p1el4un1"
"109","11","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1-quantised","4","p1el4un1"
"110","12","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1","4","p1el4un1"
"111","13","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1-quantised","4","p1el4un1"
"112","14","1654691193124","08/06/2022 12:26:33","1654691193005","1","08/06/2022 13:26:33","86605","12","questionnaire-9i2z",NA,"22357957","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","END QUESTIONNAIRE","22130","p1el4un1"
"113","1","1654696216987","08/06/2022 13:50:16","1654696216795","1","08/06/2022 14:50:16","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","BEGIN QUESTIONNAIRE",NA,"7ca8udou"
"114","2","1654696228586","08/06/2022 13:50:28","1654696228521","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_friendly-1","5","7ca8udou"
"115","3","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_friendly-1-quantised","5","7ca8udou"
"116","4","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1","2","7ca8udou"
"117","5","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_similarity-1-quantised","2","7ca8udou"
"118","6","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1","4","7ca8udou"
"119","7","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_attractiveness-1-quantised","4","7ca8udou"
"120","8","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1","4","7ca8udou"
"121","9","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_art_knowledge-1-quantised","4","7ca8udou"
"122","10","1654696228659","08/06/2022 13:50:28","1654696228523","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1","4","7ca8udou"
"123","11","1654696228659","08/06/2022 13:50:28","1654696228524","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_competent-1-quantised","4","7ca8udou"
"124","12","1654696228659","08/06/2022 13:50:28","1654696228524","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1","4","7ca8udou"
"125","13","1654696228659","08/06/2022 13:50:28","1654696228524","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","rating_rational-1-quantised","4","7ca8udou"
"126","14","1654696228659","08/06/2022 13:50:28","1654696228524","1","08/06/2022 14:50:28","86605","12","questionnaire-9i2z",NA,"22359774","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","END QUESTIONNAIRE","11729","7ca8udou"
"127","1","1654701814043","08/06/2022 15:23:34","1654701813944","1","08/06/2022 16:23:33","86605","12","questionnaire-9i2z",NA,"22361738","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 1","3","No","BEGIN QUESTIONNAIRE",NA,"fbdvz2jm"
