"","Participant_Public_ID","Task_Name","Screen_Name","Zone_Name","Response","Hint"
"385","u4ckj0xb","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"386","u4ckj0xb","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"387","u4ckj0xb","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"388","u4ckj0xb","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"395","rcburgqm","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left."""
"396","rcburgqm","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left."""
"397","rcburgqm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"398","rcburgqm","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"400","rcburgqm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"401","rcburgqm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"402","rcburgqm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"403","rcburgqm","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"405","rcburgqm","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"406","rcburgqm","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"407","rcburgqm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"408","rcburgqm","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"410","rcburgqm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"411","rcburgqm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"412","rcburgqm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"413","rcburgqm","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"415","rcburgqm","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"416","rcburgqm","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"417","rcburgqm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"418","rcburgqm","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"420","rcburgqm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left this time."""
"421","rcburgqm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"422","rcburgqm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"423","rcburgqm","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"425","rcburgqm","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"426","rcburgqm","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"427","rcburgqm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"428","rcburgqm","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"430","rcburgqm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s right this time, I think."""
"431","rcburgqm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"432","rcburgqm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"433","rcburgqm","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"435","rcburgqm","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"436","rcburgqm","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"437","rcburgqm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"438","rcburgqm","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"440","rcburgqm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"441","rcburgqm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"442","rcburgqm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"443","rcburgqm","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"445","rcburgqm","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"446","rcburgqm","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"447","rcburgqm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"448","rcburgqm","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"450","rcburgqm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"451","rcburgqm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"452","rcburgqm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"453","rcburgqm","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"460","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"461","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"462","p1el4un1","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"463","p1el4un1","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"465","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"466","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"467","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"468","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"470","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"471","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"472","p1el4un1","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"473","p1el4un1","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"475","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"476","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"477","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose left."""
"478","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose left."""
"480","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"481","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"482","p1el4un1","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"483","p1el4un1","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right this time."""
"485","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left this time."""
"486","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"487","p1el4un1","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"488","p1el4un1","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"490","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"491","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"492","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"493","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"495","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s right this time, I think."""
"496","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"497","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"498","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"500","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"501","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"502","p1el4un1","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"503","p1el4un1","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"505","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"506","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"507","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"508","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"510","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"511","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"512","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"513","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s left this time, I think."""
"515","p1el4un1","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"516","p1el4un1","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"517","p1el4un1","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"518","p1el4un1","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"525","7ca8udou","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"526","7ca8udou","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"527","7ca8udou","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"528","7ca8udou","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"530","7ca8udou","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"531","7ca8udou","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"532","7ca8udou","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"533","7ca8udou","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"535","7ca8udou","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"536","7ca8udou","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"537","7ca8udou","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"538","7ca8udou","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"540","7ca8udou","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left."""
"541","7ca8udou","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left."""
"542","7ca8udou","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"543","7ca8udou","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"545","7ca8udou","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"546","7ca8udou","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"547","7ca8udou","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"548","7ca8udou","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"550","7ca8udou","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left this time."""
"551","7ca8udou","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left this time."""
"552","7ca8udou","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"553","7ca8udou","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"555","7ca8udou","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"556","7ca8udou","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"557","7ca8udou","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"558","7ca8udou","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"560","7ca8udou","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s right this time, I think."""
"561","7ca8udou","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s right this time, I think."""
"562","7ca8udou","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"563","7ca8udou","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"565","7ca8udou","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"566","7ca8udou","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"567","7ca8udou","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"568","7ca8udou","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"570","7ca8udou","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"571","7ca8udou","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"572","7ca8udou","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"573","7ca8udou","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"575","7ca8udou","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"576","7ca8udou","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"577","7ca8udou","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"578","7ca8udou","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"580","7ca8udou","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"581","7ca8udou","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"582","7ca8udou","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"583","7ca8udou","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"590","fbdvz2jm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"591","fbdvz2jm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"592","fbdvz2jm","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"593","fbdvz2jm","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"595","fbdvz2jm","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"596","fbdvz2jm","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"597","fbdvz2jm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"598","fbdvz2jm","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"600","fbdvz2jm","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"601","fbdvz2jm","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"602","fbdvz2jm","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
